X [ m ], Y [ m ], Z [ m ], Area [ m^2 ], Gas.Volume Fraction.Trnavg, kla [ s^-1 ], Liquid.Velocity.Trnavg Axial [ m s^-1 ], Liquid.Velocity.Trnavg Radial [ m s^-1 ], Ostar [ kg m^-3 ], Radius [ m ]
0.687295258,0.139305189,-0.687295258,0.00384056382,0.034306135,0.0197625943,0.00728225848,-0.113709599,0.0218765885,0.97290951
0.356832057,0.140711963,-0.356832057,0.00943924673,0.0643024147,0.0425996445,0.0334722698,-0.12416932,0.0207919925,0.50837934
-0.690331697,0.140875682,0.690331697,0.00340718986,0.0366257951,0.0214641877,0.013672661,-0.083422333,0.0217745434,0.977265954
-0.399039268,0.14122881,0.399039268,0.00620735902,0.0684390888,0.0455942228,0.0293249916,-0.15128161,0.0210967381,0.565582335
0.437434882,0.157335699,-0.437434882,0.00779354479,0.0754534677,0.0496431999,-0.0157504659,-0.225119129,0.021134844,0.620551348
-0.463970721,0.160940409,0.463970721,0.00957090501,0.0823961496,0.0544769466,-0.0264800377,-0.218108922,0.0213050172,0.659983039
0.458221465,0.162779406,-0.458221465,0.00896873418,0.0791592449,0.0517806672,-0.0324293822,-0.240136042,0.0212161224,0.64997524
-0.752325058,0.167811513,0.752325058,0.00581529737,0.0385976136,0.0220253561,0.0519753918,0.0766551867,0.0218349472,1.06675911
0.777687132,0.179923713,-0.777687132,0.00429725973,0.0370678268,0.0207533948,0.0783462822,0.110184282,0.0219763611,1.10153902
-0.527548552,0.181806698,0.527548552,0.0066551934,0.0967391655,0.0629246011,-0.0861323774,-0.228701934,0.0214428045,0.747355759
-0.55139488,0.19057548,0.55139488,0.00503519177,0.102816835,0.0664638057,-0.111508094,-0.229368791,0.0214901026,0.781852245
0.803364336,0.192334056,-0.803364277,0.00393412728,0.0377898701,0.0210335907,0.10613811,0.177457631,0.0219928771,1.13752174
